p1	p2	system	complexIdent	virIdent	hostIdent	dope_score	virDomPos	virIntPos	hostDomPos	hostIntPos	rms	infection
O39504	F1MQJ3	BHV1-COW	41.765	16.25	88.034	-32186.02148	48.75	38.1	97.44	92.0	0.544	cow_na
O39504	G5E604	BHV1-COW	19.76	16.25	23.684	-28150.86719	48.75	38.1	58.77	48.0	0.7329	cow_na
O39504	G3N092	BHV1-COW	18.235	16.25	18.4	-31630.36719	48.75	38.1	67.2	52.0	0.782	cow_na
O39504	G3N2W9	BHV1-COW	17.169	16.25	16.071	-27989.45117	48.75	38.1	52.68	64.0	0.9173	cow_na
O39504	E1BN50	BHV1-COW	17.431	16.25	16.071	-27790.48633	48.75	38.1	53.57	60.0	0.9564	cow_na
O39504	G3N2G2	BHV1-COW	17.028	16.25	14.679	-27629.20508	48.75	38.1	54.13	60.0	0.8714	cow_na
O39504	F1N248	BHV1-COW	16.208	16.25	12.174	-28121.95703	48.75	38.1	59.13	52.0	0.8795	cow_na
O39504	G5E6A4	BHV1-COW	16.176	16.25	13.913	-28813.00781	48.75	38.1	51.3	44.0	0.8705	cow_na
O39504	F1MU33	BHV1-COW	17.751	16.25	18.261	-28908.65625	48.75	38.1	59.13	52.0	0.9261	cow_na
O39504	G5E6L7	BHV1-COW	17.825	16.25	17.241	-28912.64648	48.75	38.1	54.31	44.0	0.7481	cow_na
O39504	G5E5N4	BHV1-COW	20.0	16.25	22.656	-31542.65625	48.75	38.1	61.72	32.0	0.9678	cow_na
O39504	G3N378	BHV1-COW	16.867	16.25	15.179	-27441.61328	48.75	38.1	54.46	68.0	0.8667	cow_na
O39504	E1B8L8	BHV1-COW	20.0	16.25	24.576	-30277.625	48.75	38.1	51.69	24.0	0.8047	cow_na
O39504	E1BJ95	BHV1-COW	16.928	16.25	13.636	-28330.5293	48.75	38.1	56.36	60.0	0.7876	cow_na
O39504	G5E5N6	BHV1-COW	18.098	16.25	16.807	-26509.53125	48.75	38.1	63.03	60.0	1.0298	cow_na
O39504	E1BJF0	BHV1-COW	19.118	16.25	21.849	-30256.14844	48.75	38.1	56.3	24.0	0.8748	cow_na
O39504	E1BEU5	BHV1-COW	18.21	16.25	17.857	-27764.17383	48.75	38.1	54.46	44.0	0.7923	cow_na
O39504	F1MH40	BHV1-COW	20.294	16.25	25.0	-29833.46289	48.75	38.1	65.83	56.0	0.7413	cow_na
O39504	F1N3R3	BHV1-COW	16.176	16.25	14.035	-29626.67969	48.75	38.1	50.0	44.0	0.7454	cow_na
O39504	F1MT78	BHV1-COW	19.412	16.25	20.93	-31567.57227	48.75	38.1	65.12	48.0	1.0361	cow_na
O39504	G3MZK2	BHV1-COW	17.647	16.25	16.364	-27100.95312	48.75	38.1	52.73	72.0	1.0998	cow_na
O39504	G3N3C1	BHV1-COW	16.871	16.25	14.286	-26610.27344	48.75	38.1	52.68	64.0	1.0388	cow_na
O39504	G3MYI3	BHV1-COW	16.975	16.25	14.035	-29378.49609	48.75	38.1	55.26	52.0	0.8009	cow_na
O39504	G3N2Z4	BHV1-COW	16.099	16.25	11.607	-27895.82031	48.75	38.1	52.68	64.0	0.855	cow_na
O39504	E1BCU0	BHV1-COW	15.882	16.25	13.158	-28757.29102	48.75	38.1	51.75	40.0	0.751	cow_na
O39504	F1MIP4	BHV1-COW	17.264	16.25	12.844	-25896.97461	48.75	38.1	64.22	72.0	0.8949	cow_na
O39504	F1MD75	BHV1-COW	18.824	16.25	20.492	-29501.625	48.75	38.1	60.66	48.0	0.967	cow_na
O39504	F1MUF6	BHV1-COW	23.235	16.25	34.188	-31039.96875	48.75	38.1	68.38	80.0	0.8668	cow_na
O39504	E1BNZ1	BHV1-COW	17.353	16.25	16.667	-29935.55469	48.75	38.1	55.0	44.0	1.0879	cow_na
O39504	G5E6M1	BHV1-COW	18.318	16.25	18.644	-29017.53711	48.75	38.1	60.17	28.0	1.0626	cow_na
O39504	G3N383	BHV1-COW	16.975	16.25	14.159	-27871.68945	48.75	38.1	52.21	48.0	0.7605	cow_na
O39504	E1BG54	BHV1-COW	16.418	16.25	14.286	-29477.21484	48.75	38.1	47.32	56.0	0.7082	cow_na
O39504	G3N1S9	BHV1-COW	16.918	16.25	15.179	-26924.68359	48.75	38.1	53.57	64.0	0.7885	cow_na
O39504	E1B780	BHV1-COW	17.647	16.25	18.103	-30440.38281	48.75	38.1	46.55	40.0	0.7943	cow_na
O39504	E1BNU5	BHV1-COW	17.879	16.25	16.949	-28148.90039	48.75	38.1	63.56	80.0	1.013	cow_na
O39504	F1MPQ4	BHV1-COW	17.647	16.25	17.213	-29677.17188	48.75	38.1	59.84	52.0	0.8076	cow_na
O39504	G3X7C5	BHV1-COW	15.43	16.25	11.607	-30097.08984	48.75	38.1	45.54	48.0	0.7929	cow_na
O39504	E1BCY5	BHV1-COW	18.519	16.25	18.584	-27316.10742	48.75	38.1	61.95	72.0	0.8121	cow_na
O39504	G5E5V1	BHV1-COW	19.174	16.25	22.222	-28741.84375	48.75	38.1	60.68	48.0	0.9013	cow_na
O39504	G3X873	BHV1-COW	18.069	16.25	17.273	-26169.98828	48.75	38.1	50.0	40.0	0.9699	cow_na
O39504	E1BBJ3	BHV1-COW	16.471	16.25	14.912	-28837.12109	48.75	38.1	48.25	40.0	0.8483	cow_na
O39504	G3MWL4	BHV1-COW	16.718	16.25	13.393	-28103.50195	48.75	38.1	52.68	52.0	0.7863	cow_na
O39504	G3N148	BHV1-COW	17.804	16.25	17.949	-28728.37305	48.75	38.1	56.41	44.0	0.7634	cow_na
O39504	G3N3R7	BHV1-COW	15.882	16.25	13.158	-28919.95898	48.75	38.1	50.88	40.0	0.7886	cow_na
O39504	F1MZ85	BHV1-COW	19.118	16.25	19.847	-30508.08203	48.75	38.1	64.89	56.0	0.9033	cow_na
O39504	E1BMH6	BHV1-COW	17.456	16.25	17.699	-28787.14258	48.75	38.1	47.79	32.0	0.7966	cow_na
O39504	F1MJ00	BHV1-COW	17.647	16.25	16.535	-31127.05859	48.75	38.1	57.48	56.0	0.7998	cow_na
O39504	F1MJX3	BHV1-COW	18.235	16.25	18.4	-31630.36719	48.75	38.1	67.2	52.0	0.782	cow_na
O39504	F1N2H6	BHV1-COW	19.706	16.25	23.14	-30673.03906	48.75	38.1	68.6	48.0	1.0037	cow_na
O39504	G3MZE0	BHV1-COW	19.345	16.25	22.222	-28619.67578	48.75	38.1	58.12	52.0	1.0967	cow_na
O39504	G5E615	BHV1-COW	16.471	16.25	14.912	-28738.1875	48.75	38.1	47.37	40.0	0.7359	cow_na
O39504	G5E5U8	BHV1-COW	17.593	16.25	16.364	-27781.84766	48.75	38.1	61.82	64.0	0.8678	cow_na
O39504	F1N7J0	BHV1-COW	18.991	16.25	21.552	-29946.23633	48.75	38.1	63.79	64.0	0.7613	cow_na
O39504	G3N033	BHV1-COW	17.812	16.25	15.789	-28084.68359	48.75	38.1	65.79	60.0	0.9008	cow_na
O39504	E1BGK0	BHV1-COW	18.235	16.25	19.167	-29564.66602	48.75	38.1	60.83	52.0	0.9126	cow_na
O39504	G3N0Q6	BHV1-COW	20.294	16.25	23.622	-31508.19141	48.75	38.1	60.63	32.0	0.8369	cow_na
O39504	E1B889	BHV1-COW	16.409	16.25	12.5	-27802.47852	48.75	38.1	49.11	44.0	0.9045	cow_na
O39504	G3MZI4	BHV1-COW	16.471	16.25	14.655	-29977.39258	48.75	38.1	51.72	48.0	0.8041	cow_na
O39504	G3N1R1	BHV1-COW	17.059	16.25	16.102	-29510.51953	48.75	38.1	55.08	48.0	0.7472	cow_na
O39504	G3X7I5	BHV1-COW	19.345	16.25	22.807	-29037.46289	48.75	38.1	57.02	40.0	0.7548	cow_na
O39504	F1MLW7	BHV1-COW	20.294	16.25	25.424	-29050.18945	48.75	38.1	60.17	36.0	0.7564	cow_na
O39504	E1BD14	BHV1-COW	17.804	16.25	18.103	-29654.57227	48.75	38.1	51.72	48.0	0.7535	cow_na
O39504	G5E6A9	BHV1-COW	17.284	16.25	15.044	-27463.79102	48.75	38.1	53.98	72.0	0.7892	cow_na
O39504	G3N0I9	BHV1-COW	17.028	16.25	14.545	-27381.86719	48.75	38.1	55.45	76.0	0.7764	cow_na
O39504	F1MCF8	BHV1-COW	20.294	16.25	25.424	-29572.24805	48.75	38.1	61.02	44.0	1.1011	cow_na
O39504	F1MZ96	BHV1-COW	19.412	16.25	22.881	-30276.02539	48.75	38.1	56.78	48.0	0.8302	cow_na
O39504	G3X7Z4	BHV1-COW	16.471	16.25	14.53	-31125.43945	48.75	38.1	52.99	40.0	0.9814	cow_na
O39504	E1BGP0	BHV1-COW	17.059	16.25	15.574	-30066.02148	48.75	38.1	63.93	44.0	0.8954	cow_na
O39504	E1BPH9	BHV1-COW	17.612	16.25	17.857	-29122.61133	48.75	38.1	49.11	52.0	0.832	cow_na
O39504	G3MY58	BHV1-COW	16.975	16.25	14.035	-29608.22852	48.75	38.1	57.02	56.0	0.7605	cow_na
O39504	F1MMD6	BHV1-COW	20.0	16.25	24.167	-31355.90234	48.75	38.1	70.0	64.0	0.9703	cow_na
O39504	F1MBP3	BHV1-COW	17.211	16.25	16.379	-29396.14648	48.75	38.1	51.72	48.0	0.8053	cow_na
O39504	F1MCS1	BHV1-COW	18.235	16.25	18.548	-30608.16406	48.75	38.1	65.32	40.0	0.8545	cow_na
O39504	E1B6Z4	BHV1-COW	19.118	16.25	20.8	-31697.02344	48.75	38.1	59.2	28.0	0.7833	cow_na
O39504	F1MLW8	BHV1-COW	17.404	16.25	17.391	-29251.82617	48.75	38.1	48.7	40.0	0.7829	cow_na
O39504	E1BF67	BHV1-COW	21.194	16.25	27.35	-30462.83008	48.75	38.1	67.52	64.0	0.9471	cow_na
O39504	E1BLT1	BHV1-COW	16.867	16.25	15.179	-27702.31836	48.75	38.1	52.68	60.0	0.8058	cow_na
O39504	G3MZ05	BHV1-COW	16.471	16.25	14.655	-29977.39258	48.75	38.1	51.72	48.0	0.8041	cow_na
O39504	G3MZW0	BHV1-COW	18.519	16.25	18.584	-27689.58594	48.75	38.1	60.18	64.0	1.018	cow_na
O39504	F1MST2	BHV1-COW	17.647	16.25	17.355	-31273.06055	48.75	38.1	49.59	40.0	0.7122	cow_na
O39504	V6F7S3	BHV1-COW	20.0	16.25	23.967	-31899.94336	48.75	38.1	62.81	40.0	0.6745	cow_na
O39504	V6F7R8	BHV1-COW	17.059	16.25	15.702	-30362.57422	48.75	38.1	57.85	32.0	0.7027	cow_na
Q76UG7	P18892	HHV2-COW	67.647	87.66	20.168	-35806.19141	96.6	100.0	61.34	32.0	0.2854	cow_ic
Q76UG7	P31783	HHV2-COW	66.176	87.66	16.239	-37342.77344	96.6	100.0	51.28	60.0	0.3788	cow_ic
Q76UG7	A5D7B2	HHV2-COW	67.941	87.66	20.833	-36075.11328	96.6	100.0	65.83	48.0	0.7209	cow_ic
Q76UG7	P81282	HHV2-COW	68.235	87.66	19.847	-37280.01172	96.6	100.0	64.89	56.0	0.7798	cow_ic
Q76UG7	Q8WMV3	HHV2-COW	68.529	87.66	21.6	-36760.15234	96.6	100.0	60.0	52.0	0.3297	cow_ic
Q76UG7	A7E3C4	HHV2-COW	67.16	87.66	19.091	-36558.40625	96.6	100.0	49.09	48.0	0.3169	cow_ic
Q76UG7	A4FUY1	HHV2-COW	69.706	87.66	26.05	-35722.94531	96.6	100.0	68.07	56.0	0.4288	cow_ic
Q76UG7	P55252	HHV2-COW	69.118	87.66	23.77	-36261.69922	96.6	100.0	63.11	76.0	0.3749	cow_ic
Q76UG7	Q08DK1	HHV2-COW	68.235	87.66	21.311	-38584.35938	96.6	100.0	57.38	52.0	0.3514	cow_ic
Q76UG7	Q9XT56	HHV2-COW	67.359	87.66	18.421	-35064.44922	96.6	100.0	61.4	52.0	0.4063	cow_ic
Q76UG7	Q0V881	HHV2-COW	65.882	87.66	15.652	-36714.12109	96.6	100.0	50.43	40.0	0.3296	cow_ic
Q76UG7	P55803	HHV2-COW	68.235	87.66	21.488	-36173.49609	96.6	100.0	66.94	40.0	0.3165	cow_ic
Q76UG7	Q32PI9	HHV2-COW	67.647	87.66	19.672	-37908.16797	96.6	100.0	63.93	56.0	0.2136	cow_ic
Q76UG7	Q5EAB0	HHV2-COW	69.118	87.66	23.967	-38122.70703	96.6	100.0	62.81	40.0	0.2294	cow_ic
Q76UG7	A5D7C3	HHV2-COW	67.059	87.66	18.182	-36838.98047	96.6	100.0	66.94	68.0	0.3323	cow_ic
Q76UG7	Q148M6	HHV2-COW	67.647	87.66	18.462	-37244.96875	96.6	100.0	56.92	36.0	0.4438	cow_ic
Q76UG7	P10522	HHV2-COW	68.824	87.66	22.764	-38458.72266	96.6	100.0	71.54	68.0	0.3551	cow_ic
Q76UG7	P13608	HHV2-COW	67.941	87.66	19.531	-37697.14453	96.6	100.0	71.87	56.0	0.3657	cow_ic
Q76UG7	Q28062	HHV2-COW	69.118	87.66	23.387	-36981.55469	96.6	100.0	64.52	60.0	0.353	cow_ic
Q76UG7	P81265	HHV2-COW	67.456	87.66	18.644	-35389.69922	96.6	100.0	60.17	28.0	0.3933	cow_ic
Q76UG7	Q5E9Z9	HHV2-COW	70.294	87.66	27.5	-37155.56641	96.6	100.0	62.5	68.0	0.3031	cow_ic
Q76UG7	Q17QN4	HHV2-COW	67.059	87.66	16.418	-38806.61719	96.6	100.0	65.67	56.0	0.3622	cow_ic
Q76UG7	Q2KI11	HHV2-COW	67.059	87.66	17.886	-37714.92188	96.6	100.0	60.98	56.0	0.3826	cow_ic
Q76UG7	Q08E08	HHV2-COW	66.176	87.66	15.702	-37106.30469	96.6	100.0	57.85	32.0	0.3309	cow_ic
Q76UG7	O46631	HHV2-COW	68.824	87.66	22.951	-35868.32422	96.6	100.0	61.48	48.0	0.3501	cow_ic
Q76UG7	Q6QUN5	HHV2-COW	68.235	87.66	22.609	-36296.44922	96.6	100.0	55.65	40.0	0.303	cow_ic
Q76UG7	Q29RR6	HHV2-COW	69.412	87.66	24.793	-37763.46484	96.6	100.0	71.9	72.0	0.3103	cow_ic
Q76UG7	A6QPH6	HHV2-COW	67.059	87.66	17.6	-37492.80078	96.6	100.0	61.6	44.0	0.488	cow_ic
Q76UG7	A6QPS6	HHV2-COW	67.059	87.66	18.803	-35587.51953	96.6	100.0	62.39	64.0	0.4728	cow_ic
Q76UG7	A6QLR1	HHV2-COW	70.588	87.66	28.333	-36879.42188	96.6	100.0	62.5	68.0	0.3364	cow_ic
Q76UG7	A7MAZ7	HHV2-COW	66.471	87.66	17.094	-37394.65625	96.6	100.0	51.28	60.0	0.3234	cow_ic
Q76UG7	Q3MHE5	HHV2-COW	68.235	87.66	19.697	-37149.16406	96.6	100.0	65.15	56.0	0.3502	cow_ic
Q76UG7	Q32L73	HHV2-COW	64.412	87.66	11.607	-36124.76172	96.6	100.0	45.54	48.0	0.2767	cow_ic
Q76UG7	A7YWT5	HHV2-COW	66.967	87.66	15.596	-34946.32422	96.6	100.0	52.29	52.0	0.4063	cow_ic
Q76UG7	A5D7I8	HHV2-COW	67.353	87.66	19.167	-37342.72266	96.6	100.0	54.17	44.0	0.2552	cow_ic
Q76UG7	E1B757	HHV2-COW	70.0	87.66	26.23	-37794.18359	96.6	100.0	64.75	56.0	0.2671	cow_ic
Q76UG7	Q32LF2	HHV2-COW	68.824	87.66	23.932	-36354.30078	96.6	100.0	57.26	44.0	0.308	cow_ic
Q76UG7	C5NU11	HHV2-COW	67.941	87.66	20.661	-37571.98438	96.6	100.0	64.46	44.0	0.4712	cow_ic
Q76UG7	A4FV85	HHV2-COW	67.647	87.66	20.168	-36366.19141	96.6	100.0	57.98	32.0	0.4097	cow_ic
Q76UG7	Q71AW3	HHV2-COW	68.235	87.66	21.311	-35733.22266	96.6	100.0	56.56	40.0	0.5026	cow_ic
Q76UG7	A5PK95	HHV2-COW	65.882	87.66	16.216	-36874.21875	96.6	100.0	49.55	40.0	0.3867	cow_ic
Q76UG7	A2VE28	HHV2-COW	69.118	87.66	23.77	-37456.30859	96.6	100.0	71.31	48.0	0.4387	cow_ic
Q76UG7	Q2TBL2	HHV2-COW	68.06	87.66	20.183	-35490.19531	96.6	100.0	57.8	68.0	0.3547	cow_ic
Q76UG7	O46405	HHV2-COW	67.647	87.66	20.513	-37127.55859	96.6	100.0	53.85	40.0	0.4235	cow_ic
Q76UG7	Q2KII3	HHV2-COW	66.176	87.66	16.522	-35093.6875	96.6	100.0	51.3	56.0	0.4027	cow_ic
Q76UG7	Q2TA28	HHV2-COW	68.235	87.66	22.222	-36289.14453	96.6	100.0	57.26	44.0	0.3889	cow_ic
Q76UG7	Q17QC7	HHV2-COW	73.529	87.66	33.333	-38327.58203	96.6	100.0	70.45	80.0	0.3857	cow_ic
Q76UG7	A8E4P9	HHV2-COW	69.118	87.66	23.577	-36294.11719	96.6	100.0	62.6	72.0	0.8445	cow_ic
Q76UG7	Q2KHW2	HHV2-COW	67.353	87.66	19.828	-35369.92188	96.6	100.0	60.34	60.0	0.3091	cow_ic
Q76UG7	Q28090	HHV2-COW	68.235	87.66	21.311	-35733.22266	96.6	100.0	56.56	40.0	0.5026	cow_ic
Q76UG7	Q0VD13	HHV2-COW	67.647	87.66	20.87	-35521.43359	96.6	100.0	59.13	68.0	0.2739	cow_ic
Q76UG7	A7YW22	HHV2-COW	65.588	87.66	15.044	-34877.45312	96.6	100.0	52.21	40.0	0.3548	cow_ic
Q76UG7	A6QPC6	HHV2-COW	68.529	87.66	22.131	-36310.14844	96.6	100.0	62.3	48.0	0.3229	cow_ic
Q76UG7	Q08D76	HHV2-COW	68.235	87.66	18.978	-38038.79297	96.6	100.0	67.88	52.0	0.4159	cow_ic
Q76UG7	Q1RMK5	HHV2-COW	68.235	87.66	21.849	-36908.9375	96.6	100.0	62.18	48.0	0.4256	cow_ic
Q76UG7	A6QNP4	HHV2-COW	68.235	87.66	21.849	-36986.45312	96.6	100.0	61.34	36.0	0.3396	cow_ic
Q76UG7	B2ZEZ4	HHV2-COW	67.647	87.66	20.168	-36379.94531	96.6	100.0	60.5	48.0	0.3519	cow_ic
Q76UG7	Q29ZQ4	HHV2-COW	68.235	87.66	21.488	-36173.49609	96.6	100.0	66.94	40.0	0.3165	cow_ic
Q76UG7	A7YW30	HHV2-COW	66.176	87.66	15.966	-38444.66797	96.6	100.0	57.14	44.0	0.3396	cow_ic
Q76UG7	F1MI37	HHV2-COW	66.765	87.66	17.355	-36986.30078	96.6	100.0	66.94	68.0	0.318	cow_ic
Q76UG7	Q3T019	HHV2-COW	66.667	87.66	16.071	-33817.08203	96.6	100.0	51.79	60.0	0.3704	cow_ic
Q76UG7	Q1JPC5	HHV2-COW	68.955	87.66	22.523	-35944.6875	96.6	100.0	53.15	40.0	0.4167	cow_ic
Q76UG7	Q05B59	HHV2-COW	67.059	87.66	18.333	-35379.45703	96.6	100.0	64.17	56.0	0.4192	cow_ic
Q76UG7	A4IFI9	HHV2-COW	66.077	87.66	16.071	-35157.59375	96.6	100.0	57.14	40.0	0.2732	cow_ic
Q76UG7	G3MXG6	HHV2-COW	66.176	87.66	16.239	-34440.36328	96.6	100.0	55.56	48.0	0.2629	cow_ic
Q76UG7	G3MXC7	HHV2-COW	68.693	87.66	17.699	-33467.99609	96.6	100.0	54.87	48.0	0.3605	cow_ic
Q76UG7	G3MXB7	HHV2-COW	67.683	87.66	14.679	-33311.84375	96.6	100.0	56.88	44.0	0.6549	cow_ic
Q76UG7	G3X832	HHV2-COW	68.293	87.66	15.385	-34610.25781	96.6	100.0	64.1	60.0	0.4925	cow_ic
Q76UG7	E1BC44	HHV2-COW	66.765	87.66	17.073	-36076.74219	96.6	100.0	60.98	48.0	0.3204	cow_ic
Q76UG7	G5E641	HHV2-COW	65.588	87.66	14.655	-36333.10938	96.6	100.0	51.72	48.0	0.3262	cow_ic
Q76UG7	G5E681	HHV2-COW	66.962	87.66	18.103	-35573.55859	96.6	100.0	63.79	56.0	0.4109	cow_ic
Q76UG7	E1BF25	HHV2-COW	65.294	87.66	13.559	-37368.41406	96.6	100.0	55.93	44.0	0.2496	cow_ic
Q76UG7	E1BCC8	HHV2-COW	68.824	87.66	23.529	-36559.48047	96.6	100.0	59.66	44.0	0.523	cow_ic
Q76UG7	G5E6I6	HHV2-COW	69.706	87.66	26.271	-36752.89844	96.6	100.0	62.71	56.0	0.369	cow_ic
Q76UG7	E1BAF8	HHV2-COW	66.869	87.66	12.844	-34087.82422	96.6	100.0	59.63	76.0	0.6238	cow_ic
Q76UG7	E1BG10	HHV2-COW	66.471	87.66	17.391	-35533.75	96.6	100.0	59.13	68.0	0.4785	cow_ic
Q76UG7	F1N2J5	HHV2-COW	67.059	87.66	18.966	-36111.00781	96.6	100.0	53.45	44.0	0.3953	cow_ic
Q76UG7	F1N367	HHV2-COW	68.235	87.66	20.313	-37640.04688	96.6	100.0	72.66	56.0	0.3917	cow_ic
Q76UG7	F1MGN3	HHV2-COW	65.294	87.66	13.559	-36505.29688	96.6	100.0	56.78	64.0	0.3846	cow_ic
Q76UG7	F1MGI2	HHV2-COW	66.176	87.66	16.379	-35157.61328	96.6	100.0	50.86	44.0	0.3578	cow_ic
Q76UG7	F1MEW6	HHV2-COW	69.162	87.66	22.727	-35038.45312	96.6	100.0	63.64	64.0	0.3223	cow_ic
Q76UG7	F1MZ83	HHV2-COW	68.235	87.66	19.847	-37280.01172	96.6	100.0	64.89	56.0	0.7798	cow_ic
Q76UG7	F1MPK8	HHV2-COW	66.869	87.66	12.5	-33950.69531	96.6	100.0	53.57	76.0	0.2757	cow_ic
Q76UG7	F1MT41	HHV2-COW	65.882	87.66	15.385	-36964.375	96.6	100.0	54.7	40.0	0.2076	cow_ic
Q76UG7	F1N6I7	HHV2-COW	68.235	87.66	19.847	-37280.01172	96.6	100.0	64.89	56.0	0.7798	cow_ic
Q76UG7	G3N1H5	HHV2-COW	66.765	87.66	17.797	-35759.28125	96.6	100.0	56.78	44.0	0.2824	cow_ic
Q76UG7	G3N347	HHV2-COW	69.113	87.66	17.857	-33814.61719	96.6	100.0	59.82	72.0	0.8559	cow_ic
Q76UG7	G3MYJ8	HHV2-COW	66.469	87.66	16.071	-34335.95703	96.6	100.0	50.0	60.0	0.3679	cow_ic
Q76UG7	G3MZH5	HHV2-COW	67.988	87.66	15.455	-33553.30859	96.6	100.0	55.45	72.0	1.2497	cow_ic
Q76UG7	G3N1M7	HHV2-COW	66.568	87.66	16.522	-35106.97266	96.6	100.0	58.26	56.0	0.4578	cow_ic
Q76UG7	G3MZ26	HHV2-COW	67.584	87.66	13.761	-34272.0625	96.6	100.0	50.46	52.0	0.4402	cow_ic
Q76UG7	G3N2D7	HHV2-COW	69.048	87.66	23.214	-34756.89453	96.6	100.0	58.93	44.0	0.4821	cow_ic
Q76UG7	G3MYJ2	HHV2-COW	66.766	87.66	16.667	-34475.95703	96.6	100.0	62.28	64.0	0.3614	cow_ic
Q76UG7	G3MYQ5	HHV2-COW	68.824	87.66	23.14	-35925.53906	96.6	100.0	61.16	44.0	0.7156	cow_ic
Q76UG7	G3N3B4	HHV2-COW	67.781	87.66	14.53	-34769.19531	96.6	100.0	67.52	64.0	0.5916	cow_ic
Q76UG7	F1MR22	HHV2-COW	67.456	87.66	18.644	-35389.69922	96.6	100.0	60.17	28.0	0.3933	cow_ic
Q76UG7	E1B8P1	HHV2-COW	66.471	87.66	17.699	-36130.14062	96.6	100.0	55.75	32.0	0.3052	cow_ic
Q76UG7	G5E6H7	HHV2-COW	67.89	87.66	14.545	-32710.38086	96.6	100.0	58.18	76.0	0.4233	cow_ic
Q76UG7	E1BI17	HHV2-COW	67.647	87.66	20.69	-35813.96094	96.6	100.0	52.59	56.0	0.329	cow_ic
Q76UG7	G3N2H1	HHV2-COW	65.882	87.66	15.652	-35514.17188	96.6	100.0	56.52	52.0	0.3269	cow_ic
Q76UG7	G3MZR7	HHV2-COW	65.588	87.66	14.167	-37999.91406	96.6	100.0	53.33	40.0	0.3067	cow_ic
Q76UG7	G3N2B5	HHV2-COW	68.693	87.66	17.857	-33789.6875	96.6	100.0	55.36	44.0	0.3261	cow_ic
Q76UG7	G3X776	HHV2-COW	67.267	87.66	15.385	-34280.21484	96.6	100.0	61.54	60.0	0.3992	cow_ic
Q76UG7	E1BBP5	HHV2-COW	68.235	87.66	21.138	-37010.33203	96.6	100.0	63.41	60.0	0.3715	cow_ic
Q76UG7	G3MXX7	HHV2-COW	65.976	87.66	15.179	-34233.86719	96.6	100.0	48.21	60.0	0.4406	cow_ic
Q76UG7	F1MCK5	HHV2-COW	67.353	87.66	19.328	-37342.01953	96.6	100.0	57.98	44.0	0.4139	cow_ic
Q76UG7	G3MWT0	HHV2-COW	70.625	87.66	18.182	-33182.47656	96.6	100.0	66.36	64.0	0.3036	cow_ic
Q76UG7	F1MD89	HHV2-COW	67.059	87.66	19.298	-36369.78516	96.6	100.0	53.51	48.0	0.3932	cow_ic
Q76UG7	F1N3G5	HHV2-COW	68.824	87.66	23.932	-36502.52344	96.6	100.0	64.1	56.0	0.5075	cow_ic
Q76UG7	E1BHN3	HHV2-COW	68.072	87.66	17.544	-34589.18359	96.6	100.0	55.26	48.0	0.3048	cow_ic
Q76UG7	G3MWQ2	HHV2-COW	66.469	87.66	16.071	-34430.97266	96.6	100.0	50.89	60.0	0.3866	cow_ic
Q76UG7	G3N165	HHV2-COW	65.68	87.66	14.286	-34384.98828	96.6	100.0	48.21	60.0	0.4166	cow_ic
Q76UG7	G3MXY9	HHV2-COW	68.085	87.66	15.254	-33534.47266	96.6	100.0	66.1	56.0	0.4624	cow_ic
Q76UG7	G3MZ50	HHV2-COW	67.781	87.66	14.53	-35941.62891	96.6	100.0	63.25	56.0	0.471	cow_ic
Q76UG7	G3X7A2	HHV2-COW	66.077	87.66	15.385	-35742.44141	96.6	100.0	56.41	44.0	0.2612	cow_ic
Q76UG7	E1BIJ9	HHV2-COW	69.909	87.66	21.053	-33749.23438	96.6	100.0	62.28	72.0	0.3732	cow_ic
Q76UG7	F1MHQ1	HHV2-COW	67.941	87.66	20.492	-37788.71094	96.6	100.0	61.48	36.0	0.4395	cow_ic
Q76UG7	E1B8H7	HHV2-COW	68.824	87.66	22.951	-36984.42969	96.6	100.0	68.85	60.0	0.4088	cow_ic
Q76UG7	E1BHM4	HHV2-COW	67.353	87.66	18.852	-38436.85547	96.6	100.0	56.56	28.0	0.2304	cow_ic
Q76UG7	G5E5T4	HHV2-COW	68.824	87.66	23.14	-37257.96484	96.6	100.0	64.46	48.0	0.3762	cow_ic
Q76UG7	G3X6P8	HHV2-COW	70.405	87.66	18.018	-32784.02734	96.6	100.0	71.17	72.0	0.3434	cow_ic
Q76UG7	G3N2X1	HHV2-COW	66.172	87.66	15.179	-34553.39062	96.6	100.0	50.0	60.0	0.4152	cow_ic
Q76UG7	G3MYI5	HHV2-COW	65.875	87.66	14.286	-34045.01562	96.6	100.0	50.89	68.0	0.3788	cow_ic
Q76UG7	G5E5X1	HHV2-COW	65.294	87.66	13.913	-35104.29297	96.6	100.0	49.57	40.0	0.374	cow_ic
Q76UG7	F1N6I5	HHV2-COW	68.235	87.66	19.847	-37280.01172	96.6	100.0	64.89	56.0	0.7798	cow_ic
Q76UG7	F1N368	HHV2-COW	68.235	87.66	20.313	-37640.04688	96.6	100.0	72.66	56.0	0.3917	cow_ic
Q76UG7	F1N6B9	HHV2-COW	68.615	87.66	15.315	-34208.53125	96.6	100.0	60.36	64.0	0.3999	cow_ic
Q76UG7	E1BKE0	HHV2-COW	67.941	87.66	21.739	-35943.23047	96.6	100.0	58.26	60.0	0.3824	cow_ic
Q76UG7	G3MWT1	HHV2-COW	66.176	87.66	16.239	-35444.73047	96.6	100.0	52.99	48.0	0.3251	cow_ic
